date,state,deaths
3/29/2020 12:00:00 AM,Arkansas,2
3/29/2020 12:00:00 AM,Arkansas,3
3/30/2020 12:00:00 AM,Arkansas,1
3/30/2020 12:00:00 AM,Arkansas,2
3/30/2020 12:00:00 AM,Arkansas,3
3/30/2020 12:00:00 AM,Arkansas,4
3/31/2020 12:00:00 AM,Arkansas,1
3/31/2020 12:00:00 AM,Arkansas,2
3/31/2020 12:00:00 AM,Arkansas,3
3/31/2020 12:00:00 AM,Arkansas,5
4/1/2020 12:00:00 AM,Arkansas,1
4/1/2020 12:00:00 AM,Arkansas,3
4/1/2020 12:00:00 AM,Arkansas,4
4/1/2020 12:00:00 AM,Arkansas,5
4/2/2020 12:00:00 AM,Arkansas,1
4/2/2020 12:00:00 AM,Arkansas,3
4/2/2020 12:00:00 AM,Arkansas,5
4/3/2020 12:00:00 AM,Arkansas,1
4/3/2020 12:00:00 AM,Arkansas,3
4/3/2020 12:00:00 AM,Arkansas,5
4/4/2020 12:00:00 AM,Arkansas,1
4/4/2020 12:00:00 AM,Arkansas,3
4/4/2020 12:00:00 AM,Arkansas,6
4/5/2020 12:00:00 AM,Arkansas,1
4/5/2020 12:00:00 AM,Arkansas,4
4/5/2020 12:00:00 AM,Arkansas,6
4/6/2020 12:00:00 AM,Arkansas,1
4/6/2020 12:00:00 AM,Arkansas,4
4/6/2020 12:00:00 AM,Arkansas,5
4/7/2020 12:00:00 AM,Arkansas,1
4/7/2020 12:00:00 AM,Arkansas,4
4/7/2020 12:00:00 AM,Arkansas,7
4/8/2020 12:00:00 AM,Arkansas,1
4/8/2020 12:00:00 AM,Arkansas,4
4/8/2020 12:00:00 AM,Arkansas,7
4/9/2020 12:00:00 AM,Arkansas,1
4/9/2020 12:00:00 AM,Arkansas,2
4/9/2020 12:00:00 AM,Arkansas,4
4/9/2020 12:00:00 AM,Arkansas,8
4/10/2020 12:00:00 AM,Arkansas,1
4/10/2020 12:00:00 AM,Arkansas,2
4/10/2020 12:00:00 AM,Arkansas,4
4/10/2020 12:00:00 AM,Arkansas,8
4/11/2020 12:00:00 AM,Arkansas,1
4/11/2020 12:00:00 AM,Arkansas,2
4/11/2020 12:00:00 AM,Arkansas,4
4/11/2020 12:00:00 AM,Arkansas,9
4/12/2020 12:00:00 AM,Arkansas,1
4/12/2020 12:00:00 AM,Arkansas,2
4/12/2020 12:00:00 AM,Arkansas,3
4/12/2020 12:00:00 AM,Arkansas,4
4/12/2020 12:00:00 AM,Arkansas,9
4/13/2020 12:00:00 AM,Arkansas,1
4/13/2020 12:00:00 AM,Arkansas,2
4/13/2020 12:00:00 AM,Arkansas,4
4/13/2020 12:00:00 AM,Arkansas,10
4/14/2020 12:00:00 AM,Arkansas,1
4/14/2020 12:00:00 AM,Arkansas,2
4/14/2020 12:00:00 AM,Arkansas,4
4/14/2020 12:00:00 AM,Arkansas,5
4/14/2020 12:00:00 AM,Arkansas,10
4/15/2020 12:00:00 AM,Arkansas,1
4/15/2020 12:00:00 AM,Arkansas,2
4/15/2020 12:00:00 AM,Arkansas,4
4/15/2020 12:00:00 AM,Arkansas,6
4/15/2020 12:00:00 AM,Arkansas,10
4/16/2020 12:00:00 AM,Arkansas,1
4/16/2020 12:00:00 AM,Arkansas,2
4/16/2020 12:00:00 AM,Arkansas,4
4/16/2020 12:00:00 AM,Arkansas,6
4/16/2020 12:00:00 AM,Arkansas,11
4/17/2020 12:00:00 AM,Arkansas,1
4/17/2020 12:00:00 AM,Arkansas,2
4/17/2020 12:00:00 AM,Arkansas,4
4/17/2020 12:00:00 AM,Arkansas,6
4/17/2020 12:00:00 AM,Arkansas,11
4/18/2020 12:00:00 AM,Arkansas,1
4/18/2020 12:00:00 AM,Arkansas,2
4/18/2020 12:00:00 AM,Arkansas,4
4/18/2020 12:00:00 AM,Arkansas,6
4/18/2020 12:00:00 AM,Arkansas,12
4/19/2020 12:00:00 AM,Arkansas,1
4/19/2020 12:00:00 AM,Arkansas,2
4/19/2020 12:00:00 AM,Arkansas,4
4/19/2020 12:00:00 AM,Arkansas,6
